ticker,cik,name,sic,simfin_industry_id,exchange,ipo_date,delist_date,capture_date
CEQP-P,1136352,Crestwood Equity Partners LP,5960,999999,NYSE,15/06/2018,31/12/9998,30/09/2021
CERN,804753,Cerner Corp,7373,101003,NASDAQ,26/03/1990,31/12/9998,30/09/2015
CERS,1020214,Cerus Corp,3841,106004,NASDAQ,31/01/1997,31/12/9998,30/09/2015
CF,1324404,CF Industries Holdings Inc,2870,110003,NYSE,11/08/2005,31/12/9998,30/09/2015
CFG,759944,Citizens Financial Group Inc,6022,104002,NYSE,24/09/2014,31/12/9998,30/09/2015
CFI,9000028,Culp Inc,9999,100001,NYSE,26/03/1990,12/07/2017,30/09/2017
CFMS,1305773,CONFORMIS INC,3842,106003,NASDAQ,01/07/2015,31/12/9998,30/09/2015
CFR,39263,CullenFrost Bankers Inc,6021,104002,NYSE,26/03/1990,31/12/9998,30/09/2015
CFX,1420800,Colfax Corp,3561,100003,NYSE,08/05/2008,31/12/9998,30/09/2015
CFXA,1420800,Colfax CORP,3561,999999,NYSE,09/01/2019,31/12/9998,30/09/2019
CG,1527166,Carlyle Group LP,6282,104001,NASDAQ,03/05/2012,31/12/9998,30/09/2015
CGA,857949,China Green Agriculture Inc,2870,110003,NYSE,16/04/2008,31/12/9998,30/09/2015
CGABL,1527166,Carlyle Group Inc.,6282,999999,NASDAQ,19/05/2021,31/12/9998,30/09/2021
CGC,1737927,Canopy Growth Corp,2833,999999,NASDAQ,07/04/2014,31/12/9998,30/09/2015
CGNX,851205,Cognex Corp,3823,101001,NASDAQ,09/10/1989,31/12/9998,30/09/2015
CHCO,726854,City Holding Company,6021,104002,NASDAQ,19/02/1993,31/12/9998,30/09/2015
CHCT,1631569,Community Healthcare Trust Inc,6798,109001,NYSE,21/05/2015,31/12/9998,30/09/2015
CHD,313927,Church Dwight Company Inc,2840,102002,NYSE,06/03/1986,31/12/9998,30/09/2015
CHDN,20212,Churchill Downs Inc,7948,103015,NASDAQ,29/03/1993,31/12/9998,30/09/2015
CHE,19584,Chemed Corp,8082,106011,NYSE,03/05/1973,31/12/9998,30/09/2015
CHEF,1517175,The Chefs Warehouse Inc,5141,102001,NASDAQ,28/07/2011,31/12/9998,30/09/2015
CHGG,1364954,Chegg Inc,8200,103020,NYSE,13/11/2013,31/12/9998,30/09/2015
CHH,1046311,Choice Hotels International Inc,7011,103015,NYSE,16/10/1996,31/12/9998,30/09/2015
CHK,895126,CHESAPEAKE ENERGY CORP,1311,107002,NASDAQ,16/02/1993,16/03/2021,31/03/2021
CHK,895126,CHESAPEAKE ENERGY CORP,1311,107002,NASDAQ,10/02/2021,31/12/9998,30/09/2021
CHKE,9000029,NVS,9999,103002,NVS,01/01/1900,01/01/1900,30/09/2015
CHKEL,895126,CHESAPEAKE ENERGY CORP,1311,999999,NASDAQ,10/02/2021,31/12/9998,30/09/2021
CHKEW,895126,CHESAPEAKE ENERGY CORP,1311,999999,NASDAQ,10/02/2021,31/12/9998,30/09/2021
CHKEZ,895126,CHESAPEAKE ENERGY CORP,1311,999999,NASDAQ,10/02/2021,31/12/9998,30/09/2021
CHMT,1091862,Chemtura Corp,2820,103018,NYSE,25/10/2010,17/07/2017,30/09/2017
CHNG,1756497,Change Healthcare Inc.,7374,101003,NASDAQ,27/06/2019,31/12/9998,30/09/2019
CHRS,1512762,Coherus Biosciences Inc,2836,106002,NASDAQ,06/11/2014,31/12/9998,30/09/2015
CHRW,1043277,CH Robinson Worldwide Inc,4731,100010,NASDAQ,16/10/1997,31/12/9998,30/09/2015
CHS,897429,Chicos Fas Inc,5621,103002,NYSE,24/03/1993,31/12/9998,30/09/2015
CHSP,1473078,Chesapeake Lodging Trust,6798,109001,NYSE,26/01/2010,26/09/2019,30/09/2019
CHTR,1091667,Charter Communications Inc,4841,108001,NASDAQ,05/01/2010,31/12/9998,30/09/2015
CHUBA,1665658,CommerceHub Inc,7372,101003,NASDAQ,22/07/2016,21/05/2018,30/09/2018
CHX,1723089,ChampionX Corp,3530,999999,NYSE,27/04/2018,03/06/2020,30/09/2020
CHX,1723089,ChampionX Corp,3530,999999,NASDAQ,27/04/2018,31/12/9998,30/09/2018
CI,1739940,Cigna Corp,6324,106006,NYSE,31/03/1982,31/12/9998,30/09/2015
CIDM,1173204,Cinedigm Corp Class A,7841,103001,NASDAQ,10/11/2003,31/12/9998,30/09/2015
CIE,9000030,Cobalt International Energy Inc,9999,107002,NYSE,16/12/2009,14/12/2017,30/09/2018
CIEN,936395,Ciena Corp,3661,101005,NYSE,07/02/1997,31/12/9998,30/09/2015
CIK,1564822,NVS,9999,104001,NVS,01/01/1900,01/01/1900,30/09/2015
CIM,1409493,Chimera Investment Corp,6798,109001,NYSE,16/11/2007,31/12/9998,30/09/2015
CINF,20286,Cincinnati Financial Corp,6331,104006,NASDAQ,26/03/1990,31/12/9998,30/09/2015
CIR,1091883,CIRCOR International Inc,3490,100001,NYSE,18/10/1999,31/12/9998,30/09/2015
CISN,1701040,Cision Ltd,7372,101003,NYSE,22/05/2017,03/02/2020,30/09/2020
CIT,1171825,CIT Group Inc,6172,104002,NYSE,10/12/2009,31/12/9998,30/09/2015
CIVI,1509589,"CIVITAS RESOURCES, INC.",1311,999999,NYSE,17/09/2014,02/04/2019,30/09/2019
CIVI,1509589,"CIVITAS RESOURCES, INC.",1311,999999,NYSE,15/12/2011,31/12/9998,30/09/2015
CJ,1615817,King Merger Sub II LLC,9999,999999,NYSE,12/01/2017,30/10/2019,30/09/2020
CKH,859598,Seacor Holdings Inc,4412,999999,NYSE,29/01/2018,31/12/9998,30/09/2018
CKH,859598,SEACOR HOLDINGS INC /NEW/,4412,999999,NYSE,29/01/2018,15/04/2021,30/09/2021
CKP,215419,Checkpoint Systems Inc,9999,103018,NYSE,12/11/1986,23/05/2016,30/09/2016
CL,21665,ColgatePalmolive Company,2844,102002,NYSE,03/01/1977,31/12/9998,30/09/2015
CLAR,913277,Clarus Corp,3949,103015,NASDAQ,27/05/1998,31/12/9998,30/09/2015
CLB,1000229,Core Laboratories NV,1389,107004,NYSE,21/09/1995,31/12/9998,30/09/2015
CLC,20740,CLARCOR Inc,3714,100001,NYSE,26/03/1990,10/07/2017,30/09/2017
CLDR,1535379,Cloudera Inc,7372,101003,NYSE,28/04/2017,31/12/9998,30/09/2017
CLDR,1535379,"Cloudera, Inc.",7372,101003,NYSE,28/04/2017,11/10/2021,30/11/2021
CLDT,1476045,Chatham Lodging Trust,6798,109001,NYSE,16/04/2010,31/12/9998,30/09/2015
CLF,764065,Cliffs Natural Resources Inc,1000,110004,NYSE,05/11/1987,31/12/9998,30/09/2015
CLFD,796505,Clearfield Inc,3661,101005,NASDAQ,07/08/1986,31/12/9998,30/09/2015
CLGX,36047,Corelogic Inc,7374,100002,NYSE,23/03/1990,31/12/9998,30/09/2015
CLGX,36047,"CORELOGIC, INC.",7374,100002,NYSE,23/03/1990,08/06/2021,30/09/2021
CLH,822818,Clean Harbors Inc,4955,100004,NYSE,26/03/1990,31/12/9998,30/09/2015
CLI,924901,Mack Cali Realty Corp,6798,109001,NYSE,25/08/1994,31/12/9998,30/09/2015
CLNC,1717547,Colony NorthStar Credit Real Estate Inc Class A,6798,109001,NYSE,01/02/2018,31/12/9998,30/09/2018
CLNE,1368265,Clean Energy Fuels Corp,4932,107001,NASDAQ,25/05/2007,31/12/9998,30/09/2015
CLNT,9000032,Cleantech Solutions International Inc,9999,100001,NASDAQ,27/12/2007,05/01/2018,30/09/2018
CLNY,1679688,Colony Capital Inc Class A,6798,109001,NYSE,27/06/2014,31/12/9998,30/09/2015
CLR,732834,Continental Resources Inc,1311,107002,NYSE,15/05/2007,31/12/9998,30/09/2015
CLRB,9000033,Cellectar Biosciences Inc,9999,106002,NASDAQ,10/11/2005,31/12/9998,30/09/2015
CLVS,1466301,Clovis Oncology Inc,2834,106005,NASDAQ,16/11/2011,31/12/9998,30/09/2015
CLVT,1764046,CLARIVATE Plc,7374,999999,NYSE,29/10/2018,31/12/9998,30/09/2019
CLW,1441236,Clearwater Paper Corp,2631,999999,NYSE,05/12/2008,31/12/9998,30/09/2015
CLX,21076,Clorox Company,2842,102002,NYSE,21/03/1983,31/12/9998,30/09/2015
CMA,28412,Comerica Inc,6021,104002,NYSE,26/03/1990,31/12/9998,30/09/2015
CMC,22444,Commercial Metals Company,3312,110007,NYSE,05/11/1987,31/12/9998,30/09/2015
CMCO,1005229,Columbus McKinnon Corp,3531,100009,NASDAQ,28/02/1996,31/12/9998,30/09/2015
CMCSA,1166691,Comcast Corp,4841,108001,NASDAQ,07/07/1988,31/12/9998,30/09/2015
CMCSK,1166691,COMCAST CORP,4841,999999,NASDAQ,26/03/1990,21/12/2015,30/09/2016
CMD,19446,Cantel Medical Corp,3841,106003,NYSE,19/02/1993,31/12/9998,30/09/2015
CMD,19446,CANTEL MEDICAL CORP,3841,106003,NYSE,19/02/1993,02/06/2021,30/09/2021
CME,1156375,CME Group Inc,6200,104003,NASDAQ,06/12/2002,31/12/9998,30/09/2015
CMG,1058090,Chipotle Mexican Grill Inc,5812,103003,NYSE,26/01/2006,31/12/9998,30/09/2015
CMI,26172,Cummins Inc,3510,100001,NYSE,18/12/1984,31/12/9998,30/09/2015
CMLS,9000034,Cumulus Media Inc,9999,103001,NASDAQ,02/01/2001,31/12/9998,30/09/2015
CMO,766701,Capstead Mortgage Corp,6798,109001,NYSE,05/11/1987,31/12/9998,30/09/2015
CMO,766701,CAPSTEAD MORTGAGE CORP,6798,999999,NYSE,05/11/1987,18/10/2021,30/11/2021
CMP,1227654,Compass Minerals International Inc,1400,110004,NYSE,12/12/2003,31/12/9998,30/09/2015
CMPR,1262976,Cimpress plc,2750,103011,NASDAQ,30/09/2005,31/12/9998,30/09/2015
CMS,811156,CMS Energy Corp,4931,105001,NYSE,31/12/1984,31/12/9998,30/09/2015
CMSA,811156,CMS ENERGY CORP,4931,999999,NYSE,12/03/2018,31/12/9998,30/09/2018
CMSC,811156,CMS ENERGY CORP,4931,999999,NYSE,01/10/2018,31/12/9998,30/09/2019
CMSD,811156,CMS ENERGY CORP,4931,999999,NYSE,21/02/2019,31/12/9998,30/09/2019
CMTL,23197,Comtech Telecomm Corp,3663,101005,NASDAQ,18/02/1992,31/12/9998,30/09/2015
CNA,21175,CNA Financial Corp,6331,104006,NYSE,11/07/1985,31/12/9998,30/09/2015
CNC,1071739,Centene Corp,6324,106006,NYSE,13/12/2001,31/12/9998,30/09/2015
CNDT,1677703,Conduent Inc,7389,100002,NASDAQ,03/01/2017,31/12/9998,30/09/2017
CNFR,1502292,Conifer Holdings Inc,6331,104006,NASDAQ,13/08/2015,31/12/9998,30/09/2015
CNK,1385280,Cinemark Holdings Inc,7830,103001,NYSE,24/04/2007,31/12/9998,30/09/2015
CNMD,816956,CONMED Corp,3845,106004,NYSE,26/03/1990,31/12/9998,30/09/2015
CNND,759458,NVS,9999,104002,NVS,01/01/1900,01/01/1900,30/09/2015
CNNE,1704720,"Cannae Holdings, Inc.",9999,999999,NYSE,20/11/2017,31/12/9998,30/09/2018
CNNX,9000035,CONE Midstream Partners LP,9999,107003,NYSE,25/09/2014,03/01/2018,30/09/2018
CNO,1224608,CNO Financial Group Inc,6321,104004,NYSE,10/09/2003,31/12/9998,30/09/2015
CNOB,712771,ConnectOne Bancorp Inc,6022,104002,NASDAQ,30/05/1996,31/12/9998,30/09/2015
CNP,1130310,CenterPoint Energy Inc,4911,105001,NYSE,02/01/1970,31/12/9998,30/09/2015
CNR,883902,Cornerstone Building Brands Inc,3448,100003,NYSE,06/04/1992,31/12/9998,30/09/2015
CNR,883902,"Cornerstone Building Brands, Inc.",3448,100003,NYSE MKT,04/01/2016,18/08/2016,30/09/2016
CNS,1284812,Cohen & Steers Inc,6282,104001,NYSE,16/08/2004,31/12/9998,30/09/2015
CNSL,1304421,Consolidated Communications Holdings Inc,4813,108001,NASDAQ,22/07/2005,31/12/9998,30/09/2015
CNVR,1080034,"CONVERSANT, INC.",9999,101002,NASDAQ,31/03/2000,10/12/2014,30/09/2015
CNX,1070412,CONSOL Energy Inc,1311,107002,NYSE,30/04/1999,31/12/9998,30/09/2015
CNXM,1610418,CNX Midstream Partners LP representing limited partner interests,4922,107003,NYSE,04/01/2018,31/12/9998,30/09/2018
CODI,1345126,Compass Diversified Holdings,2510,100013,NYSE,18/05/2006,31/12/9998,30/09/2015
COF,927628,Capital One Financial Corp,6021,104007,NYSE,16/11/1994,31/12/9998,30/09/2015
COG,858470,Cabot Oil Gas Corp,1311,107002,NYSE,08/02/1990,31/12/9998,30/09/2015
COH,1116132,Coach Inc,3100,103002,NYSE,06/10/2000,30/10/2017,30/09/2018
COHR,21510,Coherent Inc,3826,101001,NASDAQ,26/03/1990,31/12/9998,30/09/2015
COKE,317540,CocaCola Bottling Company Consolidated,2086,102005,NASDAQ,26/03/1990,31/12/9998,30/09/2015
COL,1137411,Rockwell Collins Inc,3728,100008,NYSE,15/06/2001,26/11/2018,30/09/2019
COLB,887343,Columbia Banking System Inc,6022,104002,NASDAQ,16/06/1992,31/12/9998,30/09/2015
COLD,1455863,AMERICOLD REALTY TRUST,6798,999999,NYSE,19/01/2018,31/12/9998,30/09/2018
COLL,1267565,Collegium Pharmaceutical Inc,2834,106005,NASDAQ,07/05/2015,31/12/9998,30/09/2015
COLM,1050797,Columbia Sportswear Company,2300,103004,NASDAQ,27/03/1998,31/12/9998,30/09/2015
COMM,1517228,CommScope Holding Company Inc,3663,101005,NASDAQ,25/10/2013,31/12/9998,30/09/2015
CONE,1553023,CyrusOne Inc,6798,109001,NASDAQ,18/01/2013,31/12/9998,30/09/2015
CONN,1223389,Conns Inc,5731,103002,NASDAQ,25/11/2003,31/12/9998,30/09/2015
COO,711404,The Cooper Companies Inc,3851,106003,NYSE,30/12/1983,31/12/9998,30/09/2015
COOP,933136,Mr. Cooper Group Inc.,6199,999999,NASDAQ,28/03/2012,31/12/9998,30/09/2015
COP,1163165,ConocoPhillips,2911,107002,NYSE,31/12/1981,31/12/9998,30/09/2015
COR,1490892,CoreSite Realty Corp,6798,109001,NYSE,23/09/2010,31/12/9998,30/09/2015
CORE,1318084,CoreMark Holding Company Inc,5141,102001,NASDAQ,13/04/2005,31/12/9998,30/09/2015
CORE,1318084,"Core-Mark Holding Company, Inc.",5141,999999,NASDAQ,13/04/2005,01/09/2021,30/09/2021
CORT,1088856,Corcept Therapeutics Inc,2834,106002,NASDAQ,14/04/2004,31/12/9998,30/09/2015
COST,909832,Costco Wholesale Corp,5331,102001,NASDAQ,09/07/1986,31/12/9998,30/09/2015
COT,884713,NVS,2086,102005,NVS,01/01/1900,01/01/1900,30/09/2015
COTV,1657197,Cotiviti Holdings Inc,7389,101003,NYSE,26/05/2016,27/08/2018,30/09/2018
COTY,1024305,Coty Inc Class A,2844,102002,NYSE,13/06/2013,31/12/9998,30/09/2015
COUP,1385867,Coupa Software Inc,7372,101003,NASDAQ,06/10/2016,31/12/9998,30/09/2017
COUP,1385867,Coupa Software Inc,7372,101003,NASDAQ,07/03/2014,20/10/2015,30/09/2016
COVS,9000036,Covisint Corp,9999,101003,NASDAQ,26/09/2013,27/07/2017,30/09/2017
CP,16875,Canadian Pacific Railway Ltd,4011,100010,NYSE,30/12/1983,31/12/9998,30/09/2015
CPB,16732,Campbell Soup Company,2000,102002,NYSE,01/07/1985,31/12/9998,30/09/2015
CPE,928022,Callon Petroleum Company,1311,107002,NYSE,26/03/1990,31/12/9998,30/09/2015
CPF,701347,Central Pacific Financial Corp,6022,104002,NYSE,26/03/1990,31/12/9998,30/09/2015
CPGX,1629995,Columbia Pipeline Group Inc,4922,107003,NYSE,01/07/2015,01/07/2016,30/09/2016
CPK,19745,Chesapeake Utilities Corp,4923,105001,NYSE,26/03/1990,31/12/9998,30/09/2015
CPLA,1104349,Capella Education Company,8200,102006,NASDAQ,10/11/2006,01/08/2018,30/09/2018
CPLG,1707178,CorePoint Lodging Inc,6798,109001,NYSE,31/05/2018,31/12/9998,30/09/2018
CPN,916457,Calpine Corp,4911,105002,NYSE,10/01/2008,09/03/2018,30/09/2018
CPRI,1530721,Capri Holdings Ltd,3100,103004,NYSE,15/12/2011,31/12/9998,30/09/2015
CPRT,900075,Copart Inc,5500,103005,NASDAQ,17/03/1994,31/12/9998,30/09/2015
CPS,1320461,CooperStandard Holdings Inc,3714,103005,NYSE,27/05/2010,31/12/9998,30/09/2015
CPSI,1169445,Computer Programs Systems Inc,7371,101003,NASDAQ,21/05/2002,31/12/9998,30/09/2015
CPST,1009759,Capstone Turbine Corp,3510,100001,NASDAQ,30/06/2000,31/12/9998,30/09/2015
CPT,906345,Camden Property Trust,6798,109001,NYSE,22/07/1993,31/12/9998,30/09/2015
CPXX,1327467,Celator Pharmaceuticals Inc,9999,106002,NASDAQ,04/01/2016,13/07/2016,30/09/2016
CQH,1582966,Cheniere Energy Partners LP Holdings LLC,4924,107003,NYSE,13/12/2013,18/12/2018,30/09/2019
CQP,1383650,Cheniere Energy Partners LP,4924,107003,NYSE,21/03/2007,31/12/9998,30/09/2015
CR,25445,Crane Company,3490,100001,NYSE,01/11/1984,31/12/9998,30/09/2015
CRAY,949158,Cray Inc,3571,101001,NASDAQ,27/09/1995,25/09/2019,30/09/2019
CRC,1609253,Chromcraft Revington Inc,1311,107002,NYSE,13/11/2014,31/12/9998,30/09/2015
CRC,1609253,California Resources Corp,1311,107002,NYSE,13/11/2014,04/12/2020,30/09/2021
CREE,895419,Cree Inc,3674,101004,NASDAQ,09/02/1993,31/12/9998,30/09/2015
CRI,1060822,Carters Inc,2300,103002,NYSE,24/10/2003,31/12/9998,30/09/2015
CRIS,1108205,Curis Inc,2836,106002,NASDAQ,01/08/2000,31/12/9998,30/09/2015
CRL,1100682,Charles River Laboratories,8731,106001,NYSE,23/06/2000,31/12/9998,30/09/2015
CRM,1108524,Salesforce.Com Inc,7372,101003,NYSE,23/06/2004,31/12/9998,30/09/2015
CRMT,799850,Americas CarMart Inc,5500,103005,NASDAQ,09/11/1993,31/12/9998,30/09/2015
CRON,1656472,Cronos Group Inc.,2833,999999,NASDAQ,12/07/2016,31/12/9998,30/09/2016
CROX,1334036,Crocs Inc,3021,103004,NASDAQ,08/02/2006,31/12/9998,30/09/2015
CRR,1009672,CARBO Ceramics Inc,3290,107004,NYSE,23/04/1996,20/12/2019,30/09/2020
CRS,17843,Carpenter Technology Corp,3312,110007,NYSE,05/11/1987,31/12/9998,30/09/2015
CRSP,1674416,CRISPR Therapeutics AG,2836,106002,NASDAQ,19/10/2016,31/12/9998,30/09/2017
CRTO,1576427,Criteo SA ADR,7311,101002,NASDAQ,30/10/2013,31/12/9998,30/09/2015
CRUS,772406,Cirrus Logic Inc,3674,101004,NASDAQ,26/03/1990,31/12/9998,30/09/2015
CRVS,1626971,Corvus Pharmaceuticals,2834,106002,NASDAQ,23/03/2016,31/12/9998,30/09/2016
CRWD,1535527,"CrowdStrike Holdings, Inc.",7372,101003,NASDAQ,12/06/2019,31/12/9998,30/09/2019
CRWS,25895,Crown Crafts Inc,2211,103004,NASDAQ,07/10/2003,31/12/9998,30/09/2015
CRY,784199,Cryolife Inc,3841,106004,NYSE,12/02/1993,31/12/9998,30/09/2015
CRZO,1040593,Carrizo Oil Gas Inc,1311,107002,NASDAQ,06/08/1997,20/12/2019,30/09/2020
CSBR,9000037,Champions Oncology Inc,9999,106002,NASDAQ,02/02/2007,31/12/9998,30/09/2015
CSC,23082,Computer Sciences Corp,7373,100002,NYSE,02/01/2001,10/04/2017,30/09/2017
CSCO,858877,Cisco Systems Inc,3576,101005,NASDAQ,26/03/1990,31/12/9998,30/09/2015
CSFL,1102266,CenterState Banks Inc,6021,104002,NASDAQ,30/01/2001,05/06/2020,30/09/2020
CSGP,1057352,CoStar Group Inc,7389,109002,NASDAQ,01/07/1998,31/12/9998,30/09/2015
CSGS,1005757,CSG Systems International Inc,7374,101003,NASDAQ,28/02/1996,31/12/9998,30/09/2015
CSII,1180145,Cardiovascular Systems Inc,3841,106004,NASDAQ,28/06/2006,31/12/9998,30/09/2015
CSL,790051,Carlisle Companies Inc,3060,103005,NYSE,05/11/1987,31/12/9998,30/09/2015
CSLT,1433714,Castlight Health Inc,7374,101003,NYSE,14/03/2014,31/12/9998,30/09/2015
CSOD,1401680,Cornerstone OnDemand Inc,7372,101003,NASDAQ,17/03/2011,31/12/9998,30/09/2015
CSOD,1401680,Cornerstone OnDemand Inc,7372,101003,NASDAQ,17/03/2011,15/10/2021,30/11/2021
CSR,798359,CENTERSPACE,6798,999999,NYSE,17/10/1997,31/12/9998,30/09/2015
CSRA,1646383,CSRA Inc,7373,101003,NYSE,30/11/2015,04/04/2018,30/09/2018
CSS,20629,CSS Industries Inc,2771,103002,NYSE,17/03/1992,03/03/2020,30/09/2020
CST,1562039,CST Brands Inc,5500,102001,NYSE,17/04/2013,28/06/2017,30/09/2017
CSU,1043000,Capital Senior Living Corp,8050,106011,NYSE,31/10/1997,31/12/9998,30/09/2015
CSX,277948,CSX Corp,4011,100010,NASDAQ,03/11/1980,31/12/9998,30/09/2015
CTAS,723254,Cintas Corp,2320,100002,NASDAQ,26/03/1990,31/12/9998,30/09/2015
CTB,24491,Cooper Tire Rubber Company,3011,103005,NYSE,05/11/1987,31/12/9998,30/09/2015
CTBI,350852,Community Trust Bancorp Inc,6022,104002,NASDAQ,17/05/1993,31/12/9998,30/09/2015
CTIC,9000038,CTI BioPharma Corp,9999,106002,NASDAQ,21/03/1997,31/12/9998,30/09/2015
CTL,18926,CenturyLink Inc,4813,108001,NYSE,05/11/1987,31/12/9998,30/09/2015
CTLT,1596783,Catalent Inc,2834,106005,NYSE,31/07/2014,31/12/9998,30/09/2015
CTMX,1501989,CytomX Therapeutics Inc,2834,106002,NASDAQ,08/10/2015,31/12/9998,30/09/2016
CTRA,858470,Coterra Energy Inc.,1311,999999,NYSE,08/02/1990,31/12/9998,30/09/2015
CTRE,1590717,CareTrust REIT Inc,6798,109001,NASDAQ,29/05/2014,31/12/9998,30/09/2015
CTS,26058,CTS Corp,3672,101001,NYSE,05/11/1987,31/12/9998,30/09/2015
CTSH,1058290,Cognizant Technology Solutions Corp,7371,101003,NASDAQ,19/06/1998,31/12/9998,30/09/2015
CTVA,1755672,Corteva Inc,100,110003,NYSE,24/05/2019,31/12/9998,30/09/2019
CTWS,276209,Connecticut Water Service Inc,4941,999999,NASDAQ,25/02/1992,09/10/2019,30/09/2020
CTXS,877890,Citrix Systems Inc,7372,101003,NASDAQ,08/12/1995,31/12/9998,30/09/2015
CUB,26076,Cubic Corp,3829,100008,NYSE,21/02/1989,31/12/9998,30/09/2015
CUB,26076,CUBIC CORP /DE/,3829,100008,NYSE,21/02/1989,25/05/2021,30/09/2021
CUBE,1298675,CubeSmart,6798,109001,NYSE,22/10/2004,31/12/9998,30/09/2015
CUBI,1488813,Customers Bancorp Inc,6022,104002,NYSE,21/02/2012,31/12/9998,30/09/2015
CUO,24104,Continental Materials Corp,3270,100001,NYSE,17/03/1992,19/05/2020,30/09/2020
CUZ,25232,Cousins Properties Inc,6798,109001,NYSE,26/03/1990,31/12/9998,30/09/2015
CVA,225648,Covanta Holding Corp,4991,105001,NYSE,17/03/1992,31/12/9998,30/09/2015
CVA,225648,COVANTA HOLDING CORP,4991,100004,NYSE,17/03/1992,30/11/2021,30/11/2021
CVBF,354647,CVB Financial Corp,6022,104002,NASDAQ,17/03/1992,31/12/9998,30/09/2015
CVCO,278166,Cavco Industries Inc,2451,103013,NASDAQ,01/07/2003,31/12/9998,30/09/2015
CVET,1752836,"COVETRUS, INC.",5912,999999,NASDAQ,05/02/2019,31/12/9998,30/09/2019
CVG,1062047,Convergys Corp,7373,101003,NYSE,13/08/1998,14/12/2018,30/09/2019
CVGI,1290900,Commercial Vehicle Group Inc,3714,103005,NASDAQ,09/08/2004,31/12/9998,30/09/2015
CVGW,1133470,Calavo Growers Inc,700,999999,NASDAQ,22/07/2002,31/12/9998,30/09/2015
CVI,1376139,CVR Energy Inc,2911,107001,NYSE,23/10/2007,31/12/9998,30/09/2015
CVLT,1169561,CommVault Systems Inc,7372,101003,NASDAQ,22/09/2006,31/12/9998,30/09/2015
CVNA,1690820,Carvana Company Class A,5500,103002,NYSE,28/04/2017,31/12/9998,30/09/2017
CVS,64803,CVS Caremark Corp,5912,106006,NYSE,17/12/1984,31/12/9998,30/09/2015
CVSI,9000039,NVS,9999,100001,NVS,01/01/1900,01/01/1900,30/09/2015
CVX,93410,Chevron Corp,2911,107005,NYSE,02/01/1970,31/12/9998,30/09/2015
CW,26324,CurtissWright Corp,3590,100001,NYSE,05/11/1987,31/12/9998,30/09/2015
CWEN,1567683,Clearway Energy Inc Class C,4911,105001,NYSE,17/07/2013,31/12/9998,30/09/2015
CWENA,1567683,"Clearway Energy, Inc.",4911,999999,NYSE,15/05/2015,31/12/9998,30/09/2015
CWEN-A,1567683,"Clearway Energy, Inc.",4911,999999,NYSE,15/05/2015,31/12/9998,30/09/2015
CWH,1669779,CommonWealth REIT,5500,103005,NYSE,07/10/2016,31/12/9998,30/09/2017
CWK,1628369,Cushman & Wakefield plc,6500,999999,NYSE,02/08/2018,31/12/9998,30/09/2018
CWST,911177,Casella Waste Systems Inc,4953,100004,NASDAQ,29/10/1997,31/12/9998,30/09/2015
CWT,1035201,California Water Service Group,4941,999999,NYSE,26/03/1990,31/12/9998,30/09/2015
CXO,1358071,Concho Resources Inc,1311,107002,NYSE,03/08/2007,31/12/9998,30/09/2015
CXO,1358071,CONCHO RESOURCES INC,1311,107002,NYSE,03/08/2007,15/01/2021,30/09/2021
CXP,1252849,Columbia Property Trust Inc,6798,109001,NYSE,10/10/2013,31/12/9998,30/09/2015
CXP,1252849,"COLUMBIA PROPERTY TRUST, INC.",6798,109001,NYSE,10/10/2013,07/12/2021,15/12/2021
CXW,1070985,Corrections Corp Of America,6798,109002,NYSE,15/07/1997,31/12/9998,30/09/2015
CY,791915,Cypress Semiconductor Corp,3674,101004,NASDAQ,05/04/1989,16/04/2020,30/09/2020
CYCC,9000040,Cyclacel Pharmaceuticals Inc,9999,106002,NASDAQ,05/05/2004,31/12/9998,30/09/2015
CYH,1108109,Community Health Systems,8062,106011,NYSE,09/06/2000,31/12/9998,30/09/2015
CYIG,847464,NVS,2834,106005,NVS,01/01/1900,01/01/1900,30/09/2015
CYNO,885306,Cynosure Inc,3845,106004,NASDAQ,04/01/2016,23/03/2017,30/09/2017
CYRX,1124524,"Cryoport, Inc.",2834,999999,NASDAQ,02/01/2009,31/12/9998,30/09/2015
CYS,1396446,CYS Investments Inc,6798,109001,NYSE,16/06/2009,01/08/2018,30/09/2018
CZR,858339,CAESARS ENTERTAINMENT Corp,9999,103015,NASDAQ,08/02/2012,31/12/9998,30/09/2015
CZR,858339,CAESARS ENTERTAINMENT Corp,7011,103015,NASDAQ,08/02/2012,20/07/2020,30/09/2020
CZR,1590895,"Caesars Entertainment, Inc.",7011,103015,NASDAQ,22/09/2014,31/12/9998,30/09/2015
CZR,1590895,"Caesars Entertainment, Inc.",7011,103015,NASDAQ,08/02/2012,20/07/2020,30/09/2020
D,715957,Dominion Resources Inc,4911,105001,NYSE,03/10/1984,31/12/9998,30/09/2015
DAL,27904,Delta Air Lines Inc,4512,100006,NYSE,03/05/2007,31/12/9998,30/09/2015
DAN,26780,Dana Holding Corp,3714,103005,NYSE,02/01/2008,31/12/9998,30/09/2015
DAR,916540,Darling International Inc,2070,102002,NYSE,09/09/1994,31/12/9998,30/09/2015
DATA,1303652,Tableau Software Inc,7372,101003,NYSE,17/05/2013,19/08/2019,30/09/2019
DBD,28823,Diebold Inc,3578,101003,NYSE,31/12/1981,31/12/9998,30/09/2015
